Año|Mes|CCAA|Producto|Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita|Gasto per capita||
2018|Diciembre|Canarias|PLATANOS|2146,8|3245,82|1,51|74,13|0,98|1,48||
2018|Diciembre|Canarias|MANZANAS|1535,07|2456,98|1,6|63,46|0,7|1,12||
2018|Diciembre|Canarias|PERAS|760,34|1221,18|1,61|46,89|0,35|0,56||
2018|Diciembre|Canarias|MELOCOTONES|1,46|5,09|3,48|0,38|0|0||
2018|Diciembre|Canarias|NECTARINAS|37,28|37,05|0,99|2,65|0,02|0,02||
2018|Diciembre|Canarias|ALBARICOQUES|4,3|8,18|1,9|1,56|0|0||
2018|Diciembre|Canarias|FRESAS/FRESON|7,77|32,93|4,24|2,05|0|0,02||
2018|Diciembre|Canarias|MELON|100,47|245,17|2,44|9,47|0,05|0,11||
2018|Diciembre|Canarias|SANDIA|22,69|37,9|1,67|2,26|0,01|0,02||
2018|Diciembre|Canarias|CIRUELAS|23,89|59,53|2,49|4,8|0,01|0,03||
2018|Diciembre|Canarias|CEREZAS|14,15|84,44|5,97|4,11|0,01|0,04||
2018|Diciembre|Canarias|UVAS|365,12|869,14|2,38|32,81|0,17|0,4||
2018|Diciembre|Canarias|KIWI|552,17|1414,51|2,56|35,75|0,25|0,65||
2018|Diciembre|Canarias|AGUACATE|609,75|2041,87|3,35|43,31|0,28|0,93||
2018|Diciembre|Canarias|PIÑA|61,08|118,53|1,94|5,75|0,03|0,05||
2018|Diciembre|Canarias|OTRAS FRUTAS FRESCAS|1465,41|2997,55|2,05|45,94|0,67|1,37||
2018|Diciembre|Canarias|POMELO|49,47|94,69|1,91|2,36|0,02|0,04||
2018|Diciembre|Canarias|CHIRIMOYA|0|0|0|0|0|0||
2018|Diciembre|Canarias|FRUTAS IV GAMA|989,74|1836,53|1,86|27,82|0,45|0,84||
2018|Diciembre|Cantabria|T.FRUTAS FRESCAS|3800,91|6676,75|1,76|95,06|6,83|12||
2018|Diciembre|Cantabria|NARANJAS|843,69|758,36|0,9|51,84|1,52|1,36||
2018|Diciembre|Cantabria|MANDARINAS|444,51|562,4|1,27|62,64|0,8|1,01||
2018|Diciembre|Cantabria|LIMONES|81,28|121,88|1,5|25,57|0,15|0,22||
2018|Diciembre|Cantabria|PLATANOS|441,04|762,56|1,73|61,82|0,79|1,37||
2018|Diciembre|Cantabria|MANZANAS|532,6|747,41|1,4|65,69|0,96|1,34||
2018|Diciembre|Cantabria|PERAS|157,42|243,88|1,55|37,33|0,28|0,44||
2018|Diciembre|Cantabria|MELOCOTONES|0|0|0|0|0|0||
2018|Diciembre|Cantabria|NECTARINAS|0|0|0|0|0|0||
2018|Diciembre|Cantabria|ALBARICOQUES|2,44|1,92|0,79|1,14|0|0||
2018|Diciembre|Cantabria|FRESAS/FRESON|17,63|42,04|2,38|7,33|0,03|0,08||
2018|Diciembre|Cantabria|MELON|10,43|15,42|1,48|3,38|0,02|0,03||
2018|Diciembre|Cantabria|SANDIA|0|0|0|0|0|0||
2018|Diciembre|Cantabria|CIRUELAS|1,18|4,31|3,67|1,55|0|0,01||
2018|Diciembre|Cantabria|CEREZAS|389,71|1553,38|3,99|6,69|0,7|2,79||
2018|Diciembre|Cantabria|UVAS|111,27|301,37|2,71|41,66|0,2|0,54||
2018|Diciembre|Cantabria|KIWI|134,12|441,69|3,29|37,35|0,24|0,79||
2018|Diciembre|Cantabria|AGUACATE|27,19|111,52|4,1|16,37|0,05|0,2||
2018|Diciembre|Cantabria|PIÑA|175,96|188,93|1,07|22,7|0,32|0,34||
2018|Diciembre|Cantabria|OTRAS FRUTAS FRESCAS|430,44|819,68|1,9|38,67|0,77|1,47||
2018|Diciembre|Cantabria|POMELO|8,17|7,74|0,95|4,21|0,01|0,01||
2018|Diciembre|Cantabria|CHIRIMOYA|0|0|0|0|0|0||
2018|Diciembre|Cantabria|FRUTAS IV GAMA|185,16|310,18|1,68|17,47|0,33|0,56||
2018|Diciembre|Castilla La Mancha|T.FRUTAS FRESCAS|12464,34|17507,62|1,4|93,75|5,94|8,35||
2018|Diciembre|Castilla La Mancha|NARANJAS|3269,51|3199,04|0,98|56,2|1,56|1,52||
2018|Diciembre|Castilla La Mancha|MANDARINAS|1867,98|2039,94|1,09|65,25|0,89|0,97||
2018|Diciembre|Castilla La Mancha|LIMONES|330,39|453,71|1,37|43,88|0,16|0,22||
2018|Diciembre|Castilla La Mancha|PLATANOS|2015,59|3189,83|1,58|75,5|0,96|1,52||
2018|Diciembre|Castilla La Mancha|MANZANAS|1176,16|1594,42|1,36|62,78|0,56|0,76||
2018|Diciembre|Castilla La Mancha|PERAS|734,85|1040,58|1,42|46,38|0,35|0,5||
2018|Diciembre|Castilla La Mancha|MELOCOTONES|0|0|0|0|0|0||
2018|Diciembre|Castilla La Mancha|NECTARINAS|54,31|66,6|1,23|3,03|0,03|0,03||
2018|Diciembre|Castilla La Mancha|ALBARICOQUES|2,41|2,38|0,99|0,35|0|0||
2018|Diciembre|Castilla La Mancha|FRESAS/FRESON|50,02|260,19|5,2|7,61|0,02|0,12||
2018|Diciembre|Castilla La Mancha|MELON|266,71|390,93|1,47|14,62|0,13|0,19||
2018|Diciembre|Castilla La Mancha|SANDIA|0|0|0|0|0|0||
2018|Diciembre|Castilla La Mancha|CIRUELAS|40,22|46,4|1,15|3,61|0,02|0,02||
2018|Diciembre|Castilla La Mancha|CEREZAS|44,22|75,29|1,7|2,97|0,02|0,04||
2018|Diciembre|Castilla La Mancha|UVAS|335,09|852,25|2,54|35,52|0,16|0,41||
2018|Diciembre|Castilla La Mancha|KIWI|398,61|1036,94|2,6|32,08|0,19|0,49||
2018|Diciembre|Castilla La Mancha|AGUACATE|174,65|514,35|2,95|25,47|0,08|0,25||
2018|Diciembre|Castilla La Mancha|PIÑA|642,27|702,4|1,09|30,28|0,31|0,33||
2018|Diciembre|Castilla La Mancha|OTRAS FRUTAS FRESCAS|1061,37|2042,37|1,92|50,76|0,51|0,97||
2018|Diciembre|Castilla La Mancha|POMELO|20,27|34,87|1,72|1,21|0,01|0,02||
2018|Diciembre|Castilla La Mancha|CHIRIMOYA|0|0|0|0|0|0||
2018|Diciembre|Castilla La Mancha|FRUTAS IV GAMA|492,06|750,2|1,52|22,54|0,23|0,36||
2018|Diciembre|Castilla Leon|T.FRUTAS FRESCAS|18130,17|25239,47|1,39|91,7|7,41|10,32||
2018|Diciembre|Castilla Leon|NARANJAS|4996,44|4287,89|0,86|60,62|2,04|1,75||
2018|Diciembre|Castilla Leon|MANDARINAS|2761,3|3128,68|1,13|69,58|1,13|1,28||
2018|Diciembre|Castilla Leon|LIMONES|565,99|874,2|1,54|51,83|0,23|0,36||
2018|Diciembre|Castilla Leon|PLATANOS|2251,92|3628,21|1,61|70,75|0,92|1,48||
2018|Diciembre|Castilla Leon|MANZANAS|1904,53|2547,22|1,34|58,35|0,78|1,04||
2018|Diciembre|Castilla Leon|PERAS|1094,79|1584,4|1,45|44,59|0,45|0,65||
2018|Diciembre|Castilla Leon|MELOCOTONES|3,54|9,01|2,54|0,21|0|0||
2018|Diciembre|Castilla Leon|NECTARINAS|45,77|46,2|1,01|2,94|0,02|0,02||
2018|Diciembre|Castilla Leon|ALBARICOQUES|2,25|2,23|0,99|0,18|0|0||
2018|Diciembre|Castilla Leon|FRESAS/FRESON|26,21|117,49|4,48|3,46|0,01|0,05||
2018|Diciembre|Castilla Leon|MELON|371,97|608,47|1,64|10,64|0,15|0,25||
2018|Diciembre|Castilla Leon|SANDIA|2,25|2,91|1,29|0,18|0|0||
2018|Diciembre|Castilla Leon|CIRUELAS|13,48|30,97|2,3|2,13|0,01|0,01||
2018|Diciembre|Castilla Leon|CEREZAS|12,39|75,09|6,06|1,2|0,01|0,03||
2018|Diciembre|Castilla Leon|UVAS|540,99|1411,77|2,61|41,7|0,22|0,58||
2018|Diciembre|Castilla Leon|KIWI|699,86|1973,01|2,82|32,78|0,29|0,81||
2018|Diciembre|Castilla Leon|AGUACATE|204|699,78|3,43|23,23|0,08|0,29||
2018|Diciembre|Castilla Leon|PIÑA|1082,33|1236,87|1,14|34,85|0,44|0,51||
2018|Diciembre|Castilla Leon|OTRAS FRUTAS FRESCAS|1550,15|2975,07|1,92|58,48|0,63|1,22||
2018|Diciembre|Castilla Leon|POMELO|54,58|75,37|1,38|3,54|0,02|0,03||
2018|Diciembre|Castilla Leon|CHIRIMOYA|0|0|0|0|0|0||
2018|Diciembre|Castilla Leon|FRUTAS IV GAMA|630,49|1152,44|1,83|26,22|0,26|0,47||
2018|Diciembre|Cataluña|T.FRUTAS FRESCAS|49381,69|78962,37|1,6|94,65|7,14|11,41||
2018|Diciembre|Cataluña|NARANJAS|10774,46|11117,04|1,03|56,19|1,56|1,61||
2018|Diciembre|Cataluña|MANDARINAS|8691,06|10589,84|1,22|66,23|1,26|1,53||
2018|Diciembre|Cataluña|LIMONES|1463,99|2358,15|1,61|37,65|0,21|0,34||
2018|Diciembre|Cataluña|PLATANOS|6851,32|12109,89|1,77|74,68|0,99|1,75||
2018|Diciembre|Cataluña|MANZANAS|5971,23|8556,73|1,43|64,61|0,86|1,24||
2018|Diciembre|Cataluña|PERAS|2880,28|4423,23|1,54|46,37|0,42|0,64||
2018|Diciembre|Cataluña|MELOCOTONES|80,68|93,04|1,15|0,8|0,01|0,01||
2018|Diciembre|Cataluña|NECTARINAS|100,91|119,63|1,19|1,55|0,01|0,02||
2018|Diciembre|Cataluña|ALBARICOQUES|5,8|11,17|1,93|0,25|0|0||
2018|Diciembre|Cataluña|FRESAS/FRESON|237,2|779,79|3,29|7,36|0,03|0,11||
2018|Diciembre|Cataluña|MELON|1629,1|2836,02|1,74|14,5|0,24|0,41||
2018|Diciembre|Cataluña|SANDIA|28,31|28,41|1|0,32|0|0||
2018|Diciembre|Cataluña|CIRUELAS|94,89|183,38|1,93|3,98|0,01|0,03||
2018|Diciembre|Cataluña|CEREZAS|34,74|258,43|7,44|1,14|0,01|0,04||
2018|Diciembre|Cataluña|UVAS|1977,78|5842,23|2,95|44,12|0,29|0,84||
2018|Diciembre|Cataluña|KIWI|1745,04|5275,02|3,02|35,6|0,25|0,76||
2018|Diciembre|Cataluña|AGUACATE|784,02|2504,09|3,19|26,68|0,11|0,36||
2018|Diciembre|Cataluña|PIÑA|2636,49|3976,16|1,51|37,73|0,38|0,57||
2018|Diciembre|Cataluña|OTRAS FRUTAS FRESCAS|3394,39|7900,12|2,33|51,8|0,49|1,14||
2018|Diciembre|Cataluña|POMELO|205,18|327,84|1,6|1,99|0,03|0,05||
2018|Diciembre|Cataluña|CHIRIMOYA|1,48|2,37|1,6|0,06|0|0||
2018|Diciembre|Cataluña|FRUTAS IV GAMA|2147,64|3948,59|1,84|27,26|0,31|0,57||
2018|Diciembre|Extremadura|T.FRUTAS FRESCAS|7195,99|10404,86|1,45|94,13|6,1|8,82||
2018|Diciembre|Extremadura|NARANJAS|2200,06|1979,01|0,9|48,49|1,87|1,68||
2018|Diciembre|Extremadura|MANDARINAS|1388,98|1841,74|1,33|56,3|1,18|1,56||
2018|Diciembre|Extremadura|LIMONES|151,82|224|1,48|30,51|0,13|0,19||
2018|Diciembre|Extremadura|PLATANOS|793,17|1237,66|1,56|72,7|0,67|1,05||
2018|Diciembre|Extremadura|MANZANAS|677,01|1010,93|1,49|60,75|0,57|0,86||
2018|Diciembre|Extremadura|PERAS|357,22|531,19|1,49|44,06|0,3|0,45||
2018|Diciembre|Extremadura|MELOCOTONES|0|0|0|0|0|0||
2018|Diciembre|Extremadura|NECTARINAS|13,13|12,84|0,98|3,56|0,01|0,01||
2018|Diciembre|Extremadura|ALBARICOQUES|8,23|10,28|1,25|1|0,01|0,01||
2018|Diciembre|Extremadura|FRESAS/FRESON|15,54|92,69|5,96|2,16|0,01|0,08||
2018|Diciembre|Extremadura|MELON|119,41|133,39|1,12|12,81|0,1|0,11||
2018|Diciembre|Extremadura|SANDIA|1,7|0,86|0,5|0,42|0|0||
2018|Diciembre|Extremadura|CIRUELAS|20,94|44,83|2,14|9,49|0,02|0,04||
2018|Diciembre|Extremadura|CEREZAS|57,28|220,99|3,86|2,08|0,05|0,19||
2018|Diciembre|Extremadura|UVAS|149,99|384,75|2,57|38,28|0,13|0,33||
2018|Diciembre|Extremadura|KIWI|344,26|896,46|2,6|44,53|0,29|0,76||
2018|Diciembre|Extremadura|AGUACATE|84,45|214,56|2,54|28,49|0,07|0,18||
2018|Diciembre|Extremadura|PIÑA|228,64|339,51|1,48|27,95|0,19|0,29||
2018|Diciembre|Extremadura|OTRAS FRUTAS FRESCAS|584,16|1229,15|2,1|48,67|0,5|1,04||
2018|Diciembre|Extremadura|POMELO|24,45|45,29|1,85|3,56|0,02|0,04||
2018|Diciembre|Extremadura|CHIRIMOYA|0|0|0|0|0|0||
2018|Diciembre|Extremadura|FRUTAS IV GAMA|344,45|653,87|1,9|18,32|0,29|0,55||
2018|Diciembre|Galicia|T.FRUTAS FRESCAS|20326,9|33008,19|1,62|96,09|7,34|11,92||
2018|Diciembre|Galicia|NARANJAS|4480,56|4547,32|1,01|61,22|1,62|1,64||
2018|Diciembre|Galicia|MANDARINAS|2517,7|3422,46|1,36|52,87|0,91|1,24||
2018|Diciembre|Galicia|LIMONES|596,11|922,38|1,55|41,96|0,22|0,33||
2018|Diciembre|Galicia|PLATANOS|2936,54|5143,25|1,75|81,13|1,06|1,86||
2018|Diciembre|Galicia|MANZANAS|2999,95|4738,71|1,58|65,03|1,08|1,71||
2018|Diciembre|Galicia|PERAS|1143,57|1782,2|1,56|37,07|0,41|0,64||
2018|Diciembre|Galicia|MELOCOTONES|1,1|3,72|3,38|0,24|0|0||
2018|Diciembre|Galicia|NECTARINAS|60,25|83,51|1,39|2,18|0,02|0,03||
2018|Diciembre|Galicia|ALBARICOQUES|0|0|0|0|0|0||
2018|Diciembre|Galicia|FRESAS/FRESON|65,33|278,41|4,26|7,62|0,02|0,1||
2018|Diciembre|Galicia|MELON|300,11|557,94|1,86|8,46|0,11|0,2||
2018|Diciembre|Galicia|SANDIA|0|0|0|0|0|0||
2018|Diciembre|Galicia|CIRUELAS|10,96|18,04|1,65|2,41|0|0,01||
2018|Diciembre|Galicia|CEREZAS|26,37|181,32|6,88|4,22|0,01|0,07||
2018|Diciembre|Galicia|UVAS|1048,5|2817,11|2,69|51,92|0,38|1,02||
2018|Diciembre|Galicia|KIWI|1638,98|3571,4|2,18|37,97|0,59|1,29||
2018|Diciembre|Galicia|AGUACATE|368,76|1082,56|2,94|23,21|0,13|0,39||
2018|Diciembre|Galicia|PIÑA|864,29|1108,31|1,28|33,13|0,31|0,4||
2018|Diciembre|Galicia|OTRAS FRUTAS FRESCAS|1267,81|2749,53|2,17|49,1|0,46|0,99||
2018|Diciembre|Galicia|POMELO|86,74|168,51|1,94|3,54|0,03|0,06||
2018|Diciembre|Galicia|CHIRIMOYA|0|0|0|0|0|0||
2018|Diciembre|Galicia|FRUTAS IV GAMA|654,33|1231,4|1,88|25,06|0,24|0,44||
2018|Diciembre|La Rioja|T.FRUTAS FRESCAS|1602,65|2704,87|1,69|96,63|5,06|8,55||
2018|Diciembre|La Rioja|NARANJAS|355,85|295,36|0,83|53,61|1,12|0,93||
2018|Diciembre|La Rioja|MANDARINAS|300,97|439,61|1,46|79,87|0,95|1,39||
2018|Diciembre|La Rioja|LIMONES|44,14|69,24|1,57|38,69|0,14|0,22||
2018|Diciembre|La Rioja|PLATANOS|263,85|508,53|1,93|76,17|0,83|1,61||
2018|Diciembre|La Rioja|MANZANAS|198,71|319,17|1,61|60,17|0,63|1,01||
2018|Diciembre|La Rioja|PERAS|85,26|148,51|1,74|32,59|0,27|0,47||
2018|Diciembre|La Rioja|MELOCOTONES|0|0|0|0|0|0||
2018|Diciembre|La Rioja|NECTARINAS|0|0|0|0|0|0||
2018|Diciembre|La Rioja|ALBARICOQUES|0|0|0|0|0|0||
2018|Diciembre|La Rioja|FRESAS/FRESON|0,15|0,55|3,56|0,5|0|0||
2018|Diciembre|La Rioja|MELON|11,98|23,65|1,97|6,92|0,04|0,07||
2018|Diciembre|La Rioja|SANDIA|3,18|12,55|3,95|1,71|0,01|0,04||
2018|Diciembre|La Rioja|CIRUELAS|0|0|0|0|0|0||
2018|Diciembre|La Rioja|CEREZAS|0|0|0|0|0|0||
2018|Diciembre|La Rioja|UVAS|37,86|120,22|3,18|30,25|0,12|0,38||
2018|Diciembre|La Rioja|KIWI|98,75|342,12|3,46|27,32|0,31|1,08||
2018|Diciembre|La Rioja|AGUACATE|24,25|108,69|4,48|22,6|0,08|0,34||
2018|Diciembre|La Rioja|PIÑA|86,48|151,23|1,75|36,41|0,27|0,48||
2018|Diciembre|La Rioja|OTRAS FRUTAS FRESCAS|91,22|165,43|1,81|38,07|0,29|0,52||
2018|Diciembre|La Rioja|POMELO|5,43|8,63|1,59|2|0,02|0,03||
2018|Diciembre|La Rioja|CHIRIMOYA|0|0|0|0|0|0||
2018|Diciembre|La Rioja|FRUTAS IV GAMA|17,6|32,52|1,85|12,87|0,06|0,1||
2018|Diciembre|Madrid|T.FRUTAS FRESCAS|45751,39|69324,05|1,52|95,71|7,35|11,14||
2018|Diciembre|Madrid|NARANJAS|10517,43|9414,4|0,9|58,66|1,69|1,51||
2018|Diciembre|Madrid|MANDARINAS|7399,38|9262,7|1,25|68,63|1,19|1,49||
2018|Diciembre|Madrid|LIMONES|1344,47|2111,02|1,57|46,99|0,22|0,34||
2018|Diciembre|Madrid|PLATANOS|6015,33|10139,78|1,69|77,27|0,97|1,63||
2018|Diciembre|Madrid|MANZANAS|5232,54|7823,23|1,5|64,47|0,84|1,26||
2018|Diciembre|Madrid|PERAS|3297,29|4631,95|1,4|49,41|0,53|0,74||
2018|Diciembre|Madrid|MELOCOTONES|11,26|30,82|2,74|0,62|0|0||
2018|Diciembre|Madrid|NECTARINAS|81,39|97,45|1,2|1,36|0,01|0,02||
2018|Diciembre|Madrid|ALBARICOQUES|61,22|62,88|1,03|1,22|0,01|0,01||
2018|Diciembre|Madrid|FRESAS/FRESON|170,73|674,48|3,95|5,39|0,03|0,11||
2018|Diciembre|Madrid|MELON|911,98|1581,46|1,73|14,24|0,15|0,25||
2018|Diciembre|Madrid|SANDIA|17,99|27,06|1,5|0,51|0|0||
2018|Diciembre|Madrid|CIRUELAS|127,07|214,83|1,69|3,86|0,02|0,03||
2018|Diciembre|Madrid|CEREZAS|34,97|267,22|7,64|3,01|0,01|0,04||
2018|Diciembre|Madrid|UVAS|1615,88|4104,82|2,54|45,57|0,26|0,66||
2018|Diciembre|Madrid|KIWI|1677,19|4575,17|2,73|38,11|0,27|0,74||
2018|Diciembre|Madrid|AGUACATE|763,43|2355,26|3,09|30,98|0,12|0,38||
2018|Diciembre|Madrid|PIÑA|2180,44|2959,02|1,36|34,16|0,35|0,48||
2018|Diciembre|Madrid|OTRAS FRUTAS FRESCAS|4291,41|8990,48|2,09|60,11|0,69|1,44||
2018|Diciembre|Madrid|POMELO|128,77|233,4|1,81|4,11|0,02|0,04||
2018|Diciembre|Madrid|CHIRIMOYA|4,39|9,97|2,27|0,16|0|0||
2018|Diciembre|Madrid|FRUTAS IV GAMA|1431,12|2654,39|1,85|29,02|0,23|0,43||
2018|Diciembre|Murcia|T.FRUTAS FRESCAS|8853,98|12732,56|1,44|93,55|6,22|8,94||
2018|Diciembre|Murcia|NARANJAS|2485,44|2051,85|0,83|43,35|1,75|1,44||
2018|Diciembre|Murcia|MANDARINAS|889,53|1173,53|1,32|47,35|0,62|0,82||
2018|Diciembre|Murcia|LIMONES|307,63|434|1,41|34,28|0,22|0,3||
2018|Diciembre|Murcia|PLATANOS|1326,8|2081,61|1,57|71,72|0,93|1,46||
2018|Diciembre|Murcia|MANZANAS|961,92|1431,89|1,49|63|0,68|1,01||
2018|Diciembre|Murcia|PERAS|537,3|744,04|1,38|45,45|0,38|0,52||
2018|Diciembre|Murcia|MELOCOTONES|0|0|0|0|0|0||
2018|Diciembre|Murcia|NECTARINAS|0|0|0|0|0|0||
2018|Diciembre|Murcia|ALBARICOQUES|0|0|0|0|0|0||
2018|Diciembre|Murcia|FRESAS/FRESON|26,06|164,75|6,32|9,49|0,02|0,12||
2018|Diciembre|Murcia|MELON|243,28|420,71|1,73|15,02|0,17|0,3||
2018|Diciembre|Murcia|SANDIA|15,43|45,56|2,95|2,95|0,01|0,03||
2018|Diciembre|Murcia|CIRUELAS|0|0|0|0|0|0||
2018|Diciembre|Murcia|CEREZAS|9,72|48,03|4,94|1,24|0,01|0,03||
2018|Diciembre|Murcia|UVAS|382,99|1013,32|2,65|43,69|0,27|0,71||
2018|Diciembre|Murcia|KIWI|208,3|613,66|2,95|29,18|0,15|0,43||
2018|Diciembre|Murcia|AGUACATE|150,02|426,93|2,85|30|0,11|0,3||
2018|Diciembre|Murcia|PIÑA|585,08|728,03|1,24|39,45|0,41|0,51||
2018|Diciembre|Murcia|OTRAS FRUTAS FRESCAS|724,47|1354,66|1,87|45,83|0,51|0,95||
2018|Diciembre|Murcia|POMELO|15,84|29,08|1,84|1,22|0,01|0,02||
2018|Diciembre|Murcia|CHIRIMOYA|0|0|0|0|0|0||
2018|Diciembre|Murcia|FRUTAS IV GAMA|329,29|592,22|1,8|25,96|0,23|0,42||
2018|Diciembre|Navarra|T.FRUTAS FRESCAS|3603,83|5723,29|1,59|96,45|6,08|9,66||
2018|Diciembre|Navarra|NARANJAS|763,3|805,01|1,05|36,71|1,29|1,36||
2018|Diciembre|Navarra|MANDARINAS|636,34|831,88|1,31|66,8|1,07|1,4||
2018|Diciembre|Navarra|LIMONES|169,37|257,36|1,52|58,42|0,29|0,43||
2018|Diciembre|Navarra|PLATANOS|507|851,33|1,68|64,96|0,86|1,44||
2018|Diciembre|Navarra|MANZANAS|485,73|753,08|1,55|49,6|0,82|1,27||
2018|Diciembre|Navarra|PERAS|165,73|283,89|1,71|38,75|0,28|0,48||
2018|Diciembre|Navarra|MELOCOTONES|0|0|0|0|0|0||
2018|Diciembre|Navarra|NECTARINAS|0|0|0|0|0|0||
2018|Diciembre|Navarra|ALBARICOQUES|0|0|0|0|0|0||
2018|Diciembre|Navarra|FRESAS/FRESON|7,62|21,7|2,85|3,99|0,01|0,04||
2018|Diciembre|Navarra|MELON|59,44|105,09|1,77|9,49|0,1|0,18||
2018|Diciembre|Navarra|SANDIA|0|0|0|0|0|0||
2018|Diciembre|Navarra|CIRUELAS|4,31|12,9|2,99|2,13|0,01|0,02||
2018|Diciembre|Navarra|CEREZAS|0|0|0|0|0|0||
2018|Diciembre|Navarra|UVAS|80,92|199,85|2,47|27,31|0,14|0,34||
2018|Diciembre|Navarra|KIWI|172,96|581,65|3,36|37,35|0,29|0,98||
2018|Diciembre|Navarra|AGUACATE|84,93|305,85|3,6|36,04|0,14|0,52||
2018|Diciembre|Navarra|PIÑA|295,53|358,88|1,21|42,49|0,5|0,61||
2018|Diciembre|Navarra|OTRAS FRUTAS FRESCAS|170,65|354,84|2,08|35,61|0,29|0,6||
2018|Diciembre|Navarra|POMELO|0|0|0|0|0|0||
2018|Diciembre|Navarra|CHIRIMOYA|0|0|0|0|0|0||
2018|Diciembre|Navarra|FRUTAS IV GAMA|154,33|270,76|1,75|19,74|0,26|0,46||
2018|Diciembre|Pais Vasco|T.FRUTAS FRESCAS|15807,52|24239,6|1,53|93,86|7,64|11,71||
2018|Diciembre|Pais Vasco|NARANJAS|4330,77|4381,06|1,01|60,31|2,09|2,12||
2018|Diciembre|Pais Vasco|MANDARINAS|2286,41|3023,96|1,32|60,39|1,1|1,46||
2018|Diciembre|Pais Vasco|LIMONES|434,1|731,3|1,68|42,43|0,21|0,35||
2018|Diciembre|Pais Vasco|PLATANOS|1939,13|3462,92|1,79|66,98|0,94|1,67||
2018|Diciembre|Pais Vasco|MANZANAS|2125,27|3154,04|1,48|64,81|1,03|1,52||
2018|Diciembre|Pais Vasco|PERAS|986,5|1455,48|1,48|42,36|0,48|0,7||
2018|Diciembre|Pais Vasco|MELOCOTONES|0|0|0|0|0|0||
2018|Diciembre|Pais Vasco|NECTARINAS|15,65|21,46|1,37|1,71|0,01|0,01||
2018|Diciembre|Pais Vasco|ALBARICOQUES|0|0|0|0|0|0||
2018|Diciembre|Pais Vasco|FRESAS/FRESON|67,15|156|2,32|6,43|0,03|0,08||
2018|Diciembre|Pais Vasco|MELON|173,7|330,44|1,9|9,65|0,08|0,16||
2018|Diciembre|Pais Vasco|SANDIA|1,97|4,92|2,49|0,27|0|0||
2018|Diciembre|Pais Vasco|CIRUELAS|44,39|66,4|1,5|2,33|0,02|0,03||
2018|Diciembre|Pais Vasco|CEREZAS|5,23|21,92|4,19|1,91|0|0,01||
2018|Diciembre|Pais Vasco|UVAS|539,83|1351,78|2,5|36,73|0,26|0,65||
2018|Diciembre|Pais Vasco|KIWI|822,86|2220,41|2,7|35,65|0,4|1,07||
2018|Diciembre|Pais Vasco|AGUACATE|190,41|702,23|3,69|23,97|0,09|0,34||
2018|Diciembre|Pais Vasco|PIÑA|770,32|1031,01|1,34|28,84|0,37|0,5||
2018|Diciembre|Pais Vasco|OTRAS FRUTAS FRESCAS|1073,84|2124,28|1,98|48,73|0,52|1,03||
2018|Diciembre|Pais Vasco|POMELO|105,1|181,06|1,72|6,99|0,05|0,09||
2018|Diciembre|Pais Vasco|CHIRIMOYA|0|0|0|0|0|0||
2018|Diciembre|Pais Vasco|FRUTAS IV GAMA|800,88|1228,65|1,53|21,71|0,39|0,59||
2018|Diciembre|Valencia|T.FRUTAS FRESCAS|27344,7|41084,28|1,5|92,04|5,78|8,68||
2018|Diciembre|Valencia|NARANJAS|4674,07|3830,54|0,82|38,35|0,99|0,81||
2018|Diciembre|Valencia|MANDARINAS|4339,14|4831,06|1,11|47,41|0,92|1,02||
2018|Diciembre|Valencia|LIMONES|809,42|1182,51|1,46|33,31|0,17|0,25||
2018|Diciembre|Valencia|PLATANOS|4755,3|7489,61|1,58|78,77|1|1,58||
2018|Diciembre|Valencia|MANZANAS|2700,91|3933,76|1,46|55,78|0,57|0,83||
2018|Diciembre|Valencia|PERAS|1844,05|2707,11|1,47|43,73|0,39|0,57||
2018|Diciembre|Valencia|MELOCOTONES|51,72|69,97|1,35|0,83|0,01|0,01||
2018|Diciembre|Valencia|NECTARINAS|73,9|66|0,89|0,57|0,02|0,01||
2018|Diciembre|Valencia|ALBARICOQUES|11,4|21,89|1,92|1|0|0||
2018|Diciembre|Valencia|FRESAS/FRESON|165,85|596,78|3,6|5,96|0,04|0,13||
2018|Diciembre|Valencia|MELON|603,88|932,01|1,54|11,01|0,13|0,2||
2018|Diciembre|Valencia|SANDIA|71,63|156,67|2,19|1,66|0,02|0,03||
2018|Diciembre|Valencia|CIRUELAS|84,86|124,19|1,46|4,93|0,02|0,03||
2018|Diciembre|Valencia|CEREZAS|13|62,71|4,82|0,31|0|0,01||
2018|Diciembre|Valencia|UVAS|1147,03|3066,36|2,67|37,37|0,24|0,65||
2018|Diciembre|Valencia|KIWI|1000,2|2710,89|2,71|36,14|0,21|0,57||
2018|Diciembre|Valencia|AGUACATE|550,38|1666,41|3,03|27,47|0,12|0,35||
2018|Diciembre|Valencia|PIÑA|1612,55|1992,72|1,24|35,98|0,34|0,42||
2018|Diciembre|Valencia|OTRAS FRUTAS FRESCAS|2835,42|5643,09|1,99|54,33|0,6|1,19||
2018|Diciembre|Valencia|POMELO|103,3|176,37|1,71|2,69|0,02|0,04||
2018|Diciembre|Valencia|CHIRIMOYA|7,33|50,51|6,89|0,57|0|0,01||
2018|Diciembre|Valencia|FRUTAS IV GAMA|1567,18|2821,96|1,8|28,78|0,33|0,6||
