product;origen;familia;price_mean_euro_kg;Volumen;date
FRUTAS UVA NEGRA;ALMERIA;FRUTAS OTRAS;1.05;1797;2020-10-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;1.783333333;3341;2018-01-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;2.3;13543;2018-07-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;1.4125;4090;2018-08-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;1.15;1287;2018-09-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;1.25625;9174;2018-10-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;1.469230769;27840;2018-11-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;1.444444444;15875;2018-12-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;2.125;5395;2019-01-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;2.05;902;2019-02-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;1.8;14655;2019-07-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;1.66;12681;2019-08-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;1.05;2113;2019-09-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;1.433333333;3984;2019-11-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;2.0;2684;2020-01-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;1.6;11134;2020-07-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;1.0;1604;2020-08-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;1.05;2326;2020-09-01
FRUTAS UVA NEGRA;BADAJOZ;FRUTAS OTRAS;2.1;640;2020-11-01
FRUTAS UVA NEGRA;BALEARES;FRUTAS OTRAS;2.15;884;2018-06-01
FRUTAS UVA NEGRA;BALEARES;FRUTAS OTRAS;1.2;1186;2020-08-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;1.9;3911;2018-02-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;2.3;7963;2018-03-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;2.413157895;32937;2018-04-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;2.1875;7128;2018-05-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;2.15;7647;2018-06-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;2.5;3364;2018-07-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;1.15;2763;2018-08-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;1.126923077;2402;2018-09-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;1.261363636;7066;2018-10-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;1.357142857;3418;2018-11-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;1.421428571;4928;2018-12-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;1.9125;6676;2019-01-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;2.3;498;2019-02-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;2.1;7121;2019-04-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;2.2;1677;2019-06-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;2.0;97;2019-07-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;1.4625;5204;2019-12-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;2.4;1261;2020-02-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;1.5;6000;2020-06-01
FRUTAS UVA NEGRA;BARCELONA;FRUTAS OTRAS;1.5;106;2020-07-01
FRUTAS UVA NEGRA;BELGICA;FRUTAS OTRAS;2.5;811;2018-07-01
FRUTAS UVA NEGRA;BELGICA;FRUTAS OTRAS;2.2;2618;2019-06-01
FRUTAS UVA NEGRA;BELGICA;FRUTAS OTRAS;1.8;1211;2019-07-01
FRUTAS UVA NEGRA;BELGICA;FRUTAS OTRAS;1.05;1724;2020-10-01
FRUTAS UVA NEGRA;BRASIL;FRUTAS OTRAS;1.5;2475;2018-12-01
FRUTAS UVA NEGRA;BRASIL;FRUTAS OTRAS;2.1;734;2019-04-01
FRUTAS UVA NEGRA;BRASIL;FRUTAS OTRAS;1.2;225;2019-12-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;1.9;747;2018-02-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.242857143;6071;2018-03-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.3925;31274;2018-04-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.152272727;85332;2018-05-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.252380952;79750;2018-06-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.453571429;44643;2018-07-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.1;810;2019-01-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.2125;49565;2019-02-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.260526316;29306;2019-03-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.1;67416;2019-04-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.236363636;153931;2019-05-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.2;133119;2019-06-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;1.854545455;19909;2019-07-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;1.620588235;52369;2019-08-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;1.126315789;81594;2019-09-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;1.061904762;78385;2019-10-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;1.352777778;102486;2019-11-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;1.38;24987;2019-12-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.075;2716;2020-01-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.5;3009;2020-03-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.532142857;26364;2020-04-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.41;57097;2020-05-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;2.10625;83736;2020-06-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;1.225;29338;2020-07-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;1.28;25818;2020-08-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;1.05;37262;2020-09-01
FRUTAS UVA NEGRA;CHILE;FRUTAS OTRAS;1.05;16403;2020-10-01
FRUTAS UVA NEGRA;CUENCA;FRUTAS OTRAS;2.1;1869;2019-01-01
FRUTAS UVA NEGRA;CUENCA;FRUTAS OTRAS;2.1;3542;2019-04-01
FRUTAS UVA NEGRA;DINAMARCA;FRUTAS OTRAS;2.3;1869;2019-02-01
FRUTAS UVA NEGRA;FRANCIA;FRUTAS OTRAS;1.75;1944;2018-01-01
FRUTAS UVA NEGRA;FRANCIA;FRUTAS OTRAS;2.15;4860;2018-03-01
FRUTAS UVA NEGRA;FRANCIA;FRUTAS OTRAS;2.2;10355;2019-01-01
FRUTAS UVA NEGRA;GERONA;FRUTAS OTRAS;1.5;1540;2019-11-01
FRUTAS UVA NEGRA;HOLANDA;FRUTAS OTRAS;2.0;886;2018-04-01
FRUTAS UVA NEGRA;HOLANDA;FRUTAS OTRAS;2.4;935;2018-06-01
FRUTAS UVA NEGRA;HOLANDA;FRUTAS OTRAS;2.25;738;2018-07-01
FRUTAS UVA NEGRA;HOLANDA;FRUTAS OTRAS;2.4;9;2020-02-01
FRUTAS UVA NEGRA;HUELVA;FRUTAS OTRAS;2.275;3188;2018-07-01
FRUTAS UVA NEGRA;HUELVA;FRUTAS OTRAS;1.28125;10281;2018-08-01
FRUTAS UVA NEGRA;HUELVA;FRUTAS OTRAS;1.95;30528;2019-07-01
FRUTAS UVA NEGRA;HUELVA;FRUTAS OTRAS;1.691666667;157785;2019-08-01
FRUTAS UVA NEGRA;HUELVA;FRUTAS OTRAS;1.105;1775;2019-09-01
FRUTAS UVA NEGRA;HUELVA;FRUTAS OTRAS;1.06;6654;2019-10-01
FRUTAS UVA NEGRA;HUELVA;FRUTAS OTRAS;1.428571429;7862;2019-11-01
FRUTAS UVA NEGRA;HUELVA;FRUTAS OTRAS;1.333333333;9672;2019-12-01
FRUTAS UVA NEGRA;HUELVA;FRUTAS OTRAS;1.927272727;17598;2020-01-01
FRUTAS UVA NEGRA;HUELVA;FRUTAS OTRAS;2.333333333;16175;2020-02-01
FRUTAS UVA NEGRA;HUELVA;FRUTAS OTRAS;2.525;347;2020-04-01
FRUTAS UVA NEGRA;HUELVA;FRUTAS OTRAS;1.5;8500;2020-08-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.7975;35424;2018-01-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.9;3169;2018-02-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;2.366666667;4485;2018-07-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.15;7255;2018-08-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.116666667;10319;2018-09-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.261904762;100869;2018-10-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.411904762;49485;2018-11-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.446666667;25461;2018-12-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;2.0;3550;2019-07-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.722222222;2794;2019-08-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.066666667;2336;2019-09-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.060869565;133394;2019-10-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.365;53460;2019-11-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.373684211;65586;2019-12-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.983333333;28610;2020-01-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;2.346666667;36077;2020-02-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;2.5;7123;2020-03-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;2.55;482;2020-04-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;2.025;23779;2020-06-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.326315789;44911;2020-07-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.225;6898;2020-08-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.076923077;29631;2020-09-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.346875;144093;2020-10-01
FRUTAS UVA NEGRA;ITALIA;FRUTAS OTRAS;1.514285714;74379;2020-11-01
FRUTAS UVA NEGRA;LERIDA;FRUTAS OTRAS;2.525;1870;2018-03-01
FRUTAS UVA NEGRA;LERIDA;FRUTAS OTRAS;2.8;585;2018-04-01
FRUTAS UVA NEGRA;LERIDA;FRUTAS OTRAS;2.2;2800;2018-07-01
FRUTAS UVA NEGRA;LERIDA;FRUTAS OTRAS;1.25;4355;2018-10-01
FRUTAS UVA NEGRA;LERIDA;FRUTAS OTRAS;1.425;3422;2018-11-01
FRUTAS UVA NEGRA;LERIDA;FRUTAS OTRAS;1.466666667;2861;2018-12-01
FRUTAS UVA NEGRA;LERIDA;FRUTAS OTRAS;1.866666667;1840;2019-01-01
FRUTAS UVA NEGRA;LERIDA;FRUTAS OTRAS;2.2;98;2019-06-01
FRUTAS UVA NEGRA;LERIDA;FRUTAS OTRAS;2.0;314;2019-07-01
FRUTAS UVA NEGRA;LOGROÑO;FRUTAS OTRAS;1.3;95;2018-10-01
FRUTAS UVA NEGRA;LOGROÑO;FRUTAS OTRAS;1.05;424;2020-09-01
FRUTAS UVA NEGRA;MADRID;FRUTAS OTRAS;1.15;888;2018-09-01
FRUTAS UVA NEGRA;MADRID;FRUTAS OTRAS;1.0;5315;2019-10-01
FRUTAS UVA NEGRA;MADRID;FRUTAS OTRAS;1.425;36258;2019-11-01
FRUTAS UVA NEGRA;MADRID;FRUTAS OTRAS;1.2;1415;2019-12-01
FRUTAS UVA NEGRA;MADRID;FRUTAS OTRAS;2.015384615;57623;2020-01-01
FRUTAS UVA NEGRA;MADRID;FRUTAS OTRAS;2.4;2513;2020-02-01
FRUTAS UVA NEGRA;MADRID;FRUTAS OTRAS;1.05;1500;2020-09-01
FRUTAS UVA NEGRA;MALAGA;FRUTAS OTRAS;1.75;1918;2018-11-01
FRUTAS UVA NEGRA;MALAGA;FRUTAS OTRAS;1.8;2848;2019-07-01
FRUTAS UVA NEGRA;MALAGA;FRUTAS OTRAS;1.69375;9907;2019-08-01
FRUTAS UVA NEGRA;MALAGA;FRUTAS OTRAS;1.15;3864;2019-09-01
FRUTAS UVA NEGRA;MALAGA;FRUTAS OTRAS;1.15;988;2019-10-01
FRUTAS UVA NEGRA;MALAGA;FRUTAS OTRAS;1.35;9530;2019-11-01
FRUTAS UVA NEGRA;MALAGA;FRUTAS OTRAS;1.45;9784;2019-12-01
FRUTAS UVA NEGRA;MARRUECOS;FRUTAS OTRAS;2.5;960;2018-07-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;1.788888889;12139;2018-01-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;1.9;1310;2018-02-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;2.25;934;2018-03-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;2.5;6493;2018-07-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;1.15;6423;2018-08-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;1.125;20943;2018-09-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;1.261904762;47458;2018-10-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;1.395;47622;2018-11-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;1.4375;21795;2018-12-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;1.936363636;18086;2019-01-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;2.3;1609;2019-02-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;2.0;14074;2019-07-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;1.175;475;2019-09-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;1.333333333;2788;2019-12-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;1.6;1349;2020-01-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;2.5;391;2020-03-01
FRUTAS UVA NEGRA;MURCIA;FRUTAS OTRAS;1.5;1300;2020-06-01
FRUTAS UVA NEGRA;ORENSE;FRUTAS OTRAS;1.2625;51293;2018-10-01
FRUTAS UVA NEGRA;ORENSE;FRUTAS OTRAS;1.33;46616;2018-11-01
FRUTAS UVA NEGRA;ORENSE;FRUTAS OTRAS;1.466666667;6101;2018-12-01
FRUTAS UVA NEGRA;ORENSE;FRUTAS OTRAS;2.0;750;2019-07-01
FRUTAS UVA NEGRA;ORENSE;FRUTAS OTRAS;1.675;4960;2019-08-01
FRUTAS UVA NEGRA;ORENSE;FRUTAS OTRAS;1.2;840;2019-09-01
FRUTAS UVA NEGRA;ORENSE;FRUTAS OTRAS;1.0;2325;2019-10-01
FRUTAS UVA NEGRA;ORENSE;FRUTAS OTRAS;1.3;3929;2019-11-01
FRUTAS UVA NEGRA;ORENSE;FRUTAS OTRAS;1.0;4494;2020-07-01
FRUTAS UVA NEGRA;ORENSE;FRUTAS OTRAS;1.0;1550;2020-08-01
FRUTAS UVA NEGRA;ORENSE;FRUTAS OTRAS;1.275;3352;2020-11-01
FRUTAS UVA NEGRA;OTRAS PROVINCIAS;FRUTAS OTRAS;2.0;8528;2018-02-01
FRUTAS UVA NEGRA;OTRAS PROVINCIAS;FRUTAS OTRAS;2.616666667;4819;2018-04-01
FRUTAS UVA NEGRA;OTRAS PROVINCIAS;FRUTAS OTRAS;1.2;1368;2018-11-01
FRUTAS UVA NEGRA;OTRAS PROVINCIAS;FRUTAS OTRAS;1.4;19916;2018-12-01
FRUTAS UVA NEGRA;OTRAS PROVINCIAS;FRUTAS OTRAS;2.083333333;9052;2019-01-01
FRUTAS UVA NEGRA;OTRAS PROVINCIAS;FRUTAS OTRAS;2.3;743;2019-02-01
FRUTAS UVA NEGRA;OTRAS PROVINCIAS;FRUTAS OTRAS;2.1;12387;2019-04-01
FRUTAS UVA NEGRA;OTRAS PROVINCIAS;FRUTAS OTRAS;2.2;8;2019-06-01
FRUTAS UVA NEGRA;OTRAS PROVINCIAS;FRUTAS OTRAS;2.0;2952;2019-07-01
FRUTAS UVA NEGRA;OTRAS PROVINCIAS;FRUTAS OTRAS;1.4;27632;2019-12-01
FRUTAS UVA NEGRA;OTRAS PROVINCIAS;FRUTAS OTRAS;2.4;14628;2020-02-01
FRUTAS UVA NEGRA;OTRAS PROVINCIAS;FRUTAS OTRAS;1.5;523;2020-06-01
FRUTAS UVA NEGRA;OTROS AFRICA;FRUTAS OTRAS;2.4;2025;2020-02-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;1.65;9348;2018-01-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;1.98;14106;2018-02-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;2.075;9349;2018-03-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;2.8;935;2018-04-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;2.1;14861;2019-01-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;2.3;3739;2019-02-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;2.25;3550;2019-05-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;2.2;545;2019-07-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;1.0;480;2019-10-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;1.45;420;2019-11-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;1.5;935;2019-12-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;2.333333333;64631;2020-02-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;2.5;44174;2020-03-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;2.525;4513;2020-04-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;2.4;18598;2020-05-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;2.2;10627;2020-06-01
FRUTAS UVA NEGRA;OTROS AMERICA;FRUTAS OTRAS;1.568181818;26148;2020-11-01
FRUTAS UVA NEGRA;OTROS ESPAÑA;FRUTAS OTRAS;1.05;4471;2020-10-01
FRUTAS UVA NEGRA;PALENCIA;FRUTAS OTRAS;1.5;1482;2020-06-01
FRUTAS UVA NEGRA;PONTEVEDRA;FRUTAS OTRAS;1.95;934;2018-01-01
FRUTAS UVA NEGRA;PONTEVEDRA;FRUTAS OTRAS;2.2;405;2018-04-01
FRUTAS UVA NEGRA;PONTEVEDRA;FRUTAS OTRAS;1.15;959;2018-08-01
FRUTAS UVA NEGRA;PONTEVEDRA;FRUTAS OTRAS;1.12;4522;2018-09-01
FRUTAS UVA NEGRA;PONTEVEDRA;FRUTAS OTRAS;1.2625;11865;2018-10-01
FRUTAS UVA NEGRA;PONTEVEDRA;FRUTAS OTRAS;1.414285714;4230;2018-11-01
FRUTAS UVA NEGRA;PONTEVEDRA;FRUTAS OTRAS;1.4625;6510;2018-12-01
FRUTAS UVA NEGRA;PONTEVEDRA;FRUTAS OTRAS;2.25;393;2019-02-01
FRUTAS UVA NEGRA;PONTEVEDRA;FRUTAS OTRAS;2.2;934;2019-06-01
FRUTAS UVA NEGRA;SEVILLA;FRUTAS OTRAS;2.404166667;29929;2018-07-01
FRUTAS UVA NEGRA;SEVILLA;FRUTAS OTRAS;1.230769231;14308;2018-08-01
FRUTAS UVA NEGRA;SEVILLA;FRUTAS OTRAS;1.1375;8592;2018-09-01
FRUTAS UVA NEGRA;SEVILLA;FRUTAS OTRAS;1.25;1100;2018-10-01
FRUTAS UVA NEGRA;SEVILLA;FRUTAS OTRAS;2.2;3143;2019-06-01
FRUTAS UVA NEGRA;SEVILLA;FRUTAS OTRAS;1.954545455;76833;2019-07-01
FRUTAS UVA NEGRA;SEVILLA;FRUTAS OTRAS;1.7375;4877;2019-08-01
FRUTAS UVA NEGRA;SEVILLA;FRUTAS OTRAS;1.92;17793;2020-06-01
FRUTAS UVA NEGRA;SEVILLA;FRUTAS OTRAS;1.384210526;146258;2020-07-01
FRUTAS UVA NEGRA;SEVILLA;FRUTAS OTRAS;1.06;25649;2020-08-01
FRUTAS UVA NEGRA;SEVILLA;FRUTAS OTRAS;1.05;693;2020-10-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.869230769;3238;2018-01-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.945;59958;2018-02-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.161904762;65944;2018-03-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.3925;37472;2018-04-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.15;31844;2018-05-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.218181818;109678;2018-06-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.415384615;18593;2018-07-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.15;2503;2018-08-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.131818182;16402;2018-09-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.25;3740;2018-10-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.163157895;8561;2019-01-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.2225;15228;2019-02-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.261904762;23215;2019-03-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.1;50447;2019-04-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.227272727;17136;2019-05-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.2;1868;2019-06-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.12;9857;2019-07-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.558333333;2531;2019-08-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.114285714;3067;2019-09-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.068181818;6545;2019-10-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.31875;3810;2019-11-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.5;12448;2019-12-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.985;8471;2020-01-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.36;38719;2020-02-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.5;59977;2020-03-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.535;149184;2020-04-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.41;66240;2020-05-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;2.155555556;10901;2020-06-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.55;6027;2020-07-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.257142857;8194;2020-08-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.077777778;52876;2020-09-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.313888889;61737;2020-10-01
FRUTAS UVA NEGRA;SUDAFRICA;FRUTAS OTRAS;1.5;99634;2020-11-01
FRUTAS UVA NEGRA;TARRAGONA;FRUTAS OTRAS;1.15;3642;2018-08-01
FRUTAS UVA NEGRA;TARRAGONA;FRUTAS OTRAS;1.92;1475;2019-07-01
FRUTAS UVA NEGRA;TARRAGONA;FRUTAS OTRAS;1.15;4400;2019-09-01
FRUTAS UVA NEGRA;TARRAGONA;FRUTAS OTRAS;1.066666667;2220;2019-10-01
FRUTAS UVA NEGRA;USA;FRUTAS OTRAS;2.2;295;2018-05-01
FRUTAS UVA NEGRA;USA;FRUTAS OTRAS;2.308333333;1115;2018-06-01
FRUTAS UVA NEGRA;USA;FRUTAS OTRAS;2.35;290;2018-07-01
FRUTAS UVA NEGRA;USA;FRUTAS OTRAS;1.25;356;2018-10-01
FRUTAS UVA NEGRA;USA;FRUTAS OTRAS;2.25;16;2019-02-01
FRUTAS UVA NEGRA;VALENCIA;FRUTAS OTRAS;1.15;12164;2018-08-01
FRUTAS UVA NEGRA;VALENCIA;FRUTAS OTRAS;1.122727273;15427;2018-09-01
FRUTAS UVA NEGRA;VALENCIA;FRUTAS OTRAS;1.257142857;4872;2018-10-01
FRUTAS UVA NEGRA;VALENCIA;FRUTAS OTRAS;1.65;1960;2018-11-01
FRUTAS UVA NEGRA;VALENCIA;FRUTAS OTRAS;1.433333333;2940;2018-12-01
FRUTAS UVA NEGRA;VALENCIA;FRUTAS OTRAS;2.3;885;2019-02-01
FRUTAS UVA NEGRA;VALENCIA;FRUTAS OTRAS;1.1125;50;2019-09-01
FRUTAS UVA NEGRA;VALENCIA;FRUTAS OTRAS;1.1;5753;2019-10-01
FRUTAS UVA NEGRA;VALENCIA;FRUTAS OTRAS;1.5;2292;2019-12-01
FRUTAS UVA NEGRA;VALENCIA;FRUTAS OTRAS;1.6;3408;2020-01-01
FRUTAS UVA NEGRA;VIZCAYA;FRUTAS OTRAS;1.4;580;2018-12-01
FRUTAS UVA NEGRA;ZARAGOZA;FRUTAS OTRAS;1.75;798;2018-01-01
FRUTAS UVA NEGRA;ZARAGOZA;FRUTAS OTRAS;1.3;1796;2018-10-01
FRUTAS UVA NEGRA;ZARAGOZA;FRUTAS OTRAS;1.12;5711;2019-10-01
FRUTAS UVA NEGRA;ZARAGOZA;FRUTAS OTRAS;1.361111111;18482;2019-11-01
FRUTAS UVA NEGRA;ZARAGOZA;FRUTAS OTRAS;2.2;6;2020-08-01
