,inicio,fin,sector,subsector,producto,tipo,precio_euro_kg
12547,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,California,0.79
12548,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,California,0.85
12549,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,California,0.25
12550,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,California,0.81
12551,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,California,0.32
12552,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,California,0.87
12553,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,California,0.26
12554,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,California,0.17
12555,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,California,0.19
12556,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,California,0.66
12557,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,California,0.27
12558,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,California,0.7
12559,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,1.04
12560,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.2
12561,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.67
12562,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.3
12563,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.71
12564,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.88
12565,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.34
12566,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.94
12567,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.78
12568,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.18
12569,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.89
12570,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.61
12571,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.28
12572,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.66
12575,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Snack,1.5
12576,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Pimiento,Snack,0.11
12579,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.39
12580,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.75
12581,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.12
12582,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.46
12583,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.27
12584,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.45
12585,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.54
12586,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.56
12587,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.64
12590,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.46
12591,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.28
12592,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.49
12593,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.62
12594,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.32
12595,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.64
12596,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.92
12597,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.87
12598,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.06
12599,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.64
12600,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.05
12601,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.5
12602,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.28
12603,2019-11-18,2019-11-24,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.1
12604,2019-11-18,2019-11-24,Frutales ecológicos,Frutales de cáscara ecológicos,Almendra_Eco,Pepita (Eco),8.64
12605,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),0.8
12606,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),1.08
12607,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Judia_Verde_Eco,Plana (Eco),2.07
12608,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),0.79
12609,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),0.98
12610,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),0.96
12611,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),0.7
12612,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.49
12613,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.37
12614,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Asurcado (Eco),1.04
12615,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.58
12616,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.68
12617,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.35
12618,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.32
12619,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.4
12620,2019-11-18,2019-11-24,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.08
12625,2019-11-25,2019-01-12,Frutales,Frutales de cáscara,Almendra,Pepita,5.7
12626,2019-11-25,2019-01-12,Frutales,Frutales de cáscara,Almendra,Pepita,6.04
12627,2019-11-25,2019-01-12,Frutales,Frutales de cáscara,Almendra,Pepita,6.42
12655,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.56
12656,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.22
12657,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.56
12660,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,1.0
12661,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.55
12662,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,1.14
12666,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.63
12667,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.32
12668,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.63
12672,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.02
12673,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,0.72
12674,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.17
12675,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,2.62
12676,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,0.84
12677,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,2.93
12680,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,1.12
12681,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.34
12682,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,1.24
12683,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.62
12684,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.14
12685,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.65
12686,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.97
12687,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.38
12688,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,1.09
12692,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.77
12693,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.33
12694,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.79
12695,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.85
12696,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.27
12697,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.79
12698,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.32
12699,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.81
12700,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.24
12701,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.18
12702,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.26
12703,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.68
12704,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.27
12705,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.71
12706,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.95
12707,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.22
12708,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.68
12709,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.24
12710,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.7
12711,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.89
12712,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.36
12713,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.94
12714,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.78
12715,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.29
12716,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.87
12717,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.61
12718,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.25
12719,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.65
12722,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Snack,1.54
12723,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Pimiento,Snack,0.13
12726,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.42
12727,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.84
12728,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.23
12729,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.52
12730,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.29
12731,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.5
12732,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.58
12733,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.57
12734,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.66
12737,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.47
12738,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.32
12739,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.48
12740,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.67
12741,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.4
12742,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.72
12743,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.97
12744,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.74
12745,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.02
12746,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.63
12747,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.01
12748,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.57
12749,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.32
12750,2019-11-25,2019-01-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.0
12751,2019-11-25,2019-01-12,Frutales ecológicos,Frutales de cáscara ecológicos,Almendra_Eco,Pepita (Eco),8.69
12752,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),0.72
12753,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),1.17
12754,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Judia_Verde_Eco,Plana (Eco),2.11
12755,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),0.8
12756,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.09
12757,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.08
12758,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),0.76
12759,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.5
12760,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.56
12761,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Asurcado (Eco),1.0
12762,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.58
12763,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.73
12764,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.41
12765,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.37
12766,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.45
12767,2019-11-25,2019-01-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.07
12772,2019-02-12,2019-08-12,Frutales,Frutales de cáscara,Almendra,Pepita,5.71
12773,2019-02-12,2019-08-12,Frutales,Frutales de cáscara,Almendra,Pepita,6.04
12774,2019-02-12,2019-08-12,Frutales,Frutales de cáscara,Almendra,Pepita,6.71
12802,2019-02-12,2019-08-12,Hortalizas,Hortícolas al aire libre,Zanahoria,Nantesa,0.34
12804,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.51
12805,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.18
12806,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.52
12809,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.87
12810,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.41
12811,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.97
12815,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.67
12816,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.33
12817,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.69
12821,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.0
12822,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,0.7
12823,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.17
12824,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,2.64
12825,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,0.68
12826,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,2.93
12829,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.67
12830,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.43
12831,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.75
12832,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.6
12833,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.12
12834,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.63
12835,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.74
12836,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.46
12837,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.82
12841,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.89
12842,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.34
12843,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.97
12844,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,1.0
12845,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.28
12846,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.9
12847,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.35
12848,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.98
12849,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.27
12850,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.21
12851,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.27
12852,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.79
12853,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.32
12854,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,California,0.91
12855,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.97
12856,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.19
12857,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.81
12858,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.41
12859,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.88
12860,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,1.01
12861,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.41
12862,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,1.09
12863,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.75
12864,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.29
12865,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.84
12866,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.74
12867,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.29
12868,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.79
12871,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Snack,1.55
12872,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Pimiento,Snack,0.15
12875,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.23
12876,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.79
12877,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.09
12878,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.68
12879,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.46
12880,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.68
12881,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.68
12882,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.56
12883,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.7
12886,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.56
12887,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.37
12888,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.64
12889,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.89
12890,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.61
12891,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.99
12892,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.05
12893,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.78
12894,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.99
12895,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.69
12896,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.07
12897,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.49
12898,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.33
12899,2019-02-12,2019-08-12,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.03
12900,2019-02-12,2019-08-12,Frutales ecológicos,Frutales de cáscara ecológicos,Almendra_Eco,Pepita (Eco),8.75
12901,2019-02-12,2019-08-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),0.67
12902,2019-02-12,2019-08-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),1.17
12903,2019-02-12,2019-08-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Judia_Verde_Eco,Plana (Eco),1.96
12904,2019-02-12,2019-08-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),0.81
12905,2019-02-12,2019-08-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.06
12906,2019-02-12,2019-08-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.07
12907,2019-02-12,2019-08-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),0.73
12908,2019-02-12,2019-08-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.47
12909,2019-02-12,2019-08-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.56
12910,2019-02-12,2019-08-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Asurcado (Eco),1.15
12911,2019-02-12,2019-08-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.64
12912,2019-02-12,2019-08-12,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.82
